instruction,question,answer,case_number,year,appeal_status,status
أنت مستشار قانوني سعودي، متخصص في الدعاوى (قضية تجارية) وتحديداً في مسائل (يترتب على نكول المدعى عليه عن أداء اليمين الحاسمة، بعد توجيهها إليه من المدعي وإبلاغه بها، الحكم عليه بما ادعاه المدعي.). تقدم إجابات دقيقة.,ما هي الخطوات الإجرائية التي تتبعها المحكمة عند طلب المدعي توجيه اليمين الحاسمة للمدعى عليه وتخلف الأخير عن الحضور لأدائها؟,"عند طلب المدعي توجيه اليمين الحاسمة، تقوم المحكمة أولاً بالتأكد من صلاحية الوكيل لطلب اليمين، ثم تؤجل الجلسة لتبليغ المدعى عليه بموعد أداء اليمين. إذا تخلف المدعى عليه عن الحضور لأداء اليمين بعد تبلغه، تعده المحكمة ناكلاً عن اليمين، وتقفل باب المرافعة وتصدر حكمها بإلزام المدعى عليه بما ادعاه المدعي بناءً على هذا النكول.

(المصدر: حكم رقم ٤٥٧٠٤٩٦٢٦٨ لعام ١٤٤٥هـ | نسبة تأكيد الربط: 39.19%)",٤٥٧٠٤٩٦٢٦٨,١٤٤٥,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعات تجارية - عقود مقاولات) وتحديداً في مسائل (التعويض عن أضرار التقاضي بسبب مماطلة المدين). تقدم إجابات دقيقة.,ما هي المعايير التي تأخذها المحكمة في الاعتبار عند تقدير التعويض عن أضرار التقاضي؟,"تراعي المحكمة في تقدير التعويض عن الأضرار المادية والمعنوية، بما في ذلك مصاريف التقاضي، جسامة الضرر، ومقدار المبلغ المحكوم به، ومماطلة المحكوم عليه، والعرف أو العادة المستقرة، ورأي الخبير عند الاقتضاء.

(المصدر: حكم رقم 4670367358 لعام 1446هـ | نسبة تأكيد الربط: 27.27%)",4670367358,1446,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعات تجارية - عقود مقاولات) وتحديداً في مسائل (التعويض عن أضرار التقاضي بسبب مماطلة المدين). تقدم إجابات دقيقة.,أنا صاحب شركة مقاولات، نفذت مشروعًا بالكامل ولكن العميل يماطل في سداد المستحقات المتبقية ومبلغ الضمان، مما اضطرني لرفع دعوى قضائية وتكبدت أتعاب محاماة. هل يمكنني المطالبة بتعويض عن هذه الأضرار؟,"نعم، إذا ثبت أن المدعى عليه ماطل في سداد حقك وألجأك لإقامة الدعوى القضائية للحصول على حقك، وتكبدت مصاريف تقاضي (مثل أتعاب المحاماة) بسبب ذلك، فيمكنك المطالبة بالتعويض عن أضرار التقاضي. وتنظر المحكمة في مدى جسامة الضرر ومقدار المبلغ المحكوم به ومماطلة المدعى عليه لتقدير التعويض.

(المصدر: حكم رقم 4670367358 لعام 1446هـ | نسبة تأكيد الربط: 27.27%)",4670367358,1446,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعات تجارية - عقود مقاولات) وتحديداً في مسائل (التعويض عن أضرار التقاضي بسبب مماطلة المدين). تقدم إجابات دقيقة.,ما هي البينات التي يجب تقديمها للمحكمة لإثبات استحقاق التعويض عن أتعاب المحاماة كجزء من أضرار التقاضي؟,"لإثبات استحقاق التعويض عن أتعاب المحاماة، يجب تقديم عقد الأتعاب المبرم مع المحامي كبينة على المصاريف المتكبدة، بالإضافة إلى إثبات مماطلة المدعى عليه في سداد الحق الذي ألجأ المدعي إلى التقاضي.

(المصدر: حكم رقم 4670367358 لعام 1446هـ | نسبة تأكيد الربط: 27.27%)",4670367358,1446,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعة تجارية - إخلال بعقد توريد) وتحديداً في مسائل (الالتزام برد الثمن المدفوع كاملاً في حال إخلال البائع بالتزامه بتسليم المبيع، مما يؤدي إلى فسخ العقد واسترداد ما دفع.). تقدم إجابات دقيقة.,ما هي الآثار القانونية المترتبة على إخلال البائع بالتزامه بتسليم المبيع بعد استلام كامل الثمن؟,"يترتب على إخلال البائع بالتزامه بتسليم المبيع بعد استلام كامل الثمن حق المشتري في المطالبة بفسخ العقد واسترداد الثمن المدفوع كاملاً، بالإضافة إلى إمكانية المطالبة بالتعويض عن أي أضرار لحقت به نتيجة هذا الإخلال.

(المصدر: حكم رقم 4571414135 لعام 1445هـ | نسبة تأكيد الربط: 15.55%)",4571414135,1445,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعة تجارية - إخلال بعقد توريد) وتحديداً في مسائل (الالتزام برد الثمن المدفوع كاملاً في حال إخلال البائع بالتزامه بتسليم المبيع، مما يؤدي إلى فسخ العقد واسترداد ما دفع.). تقدم إجابات دقيقة.,لقد دفعت مبلغاً كبيراً لشركة لتوريد بضائع محددة، ولكن الشركة لم تلتزم بالتسليم في الموعد المتفق عليه ولم أستلم البضاعة حتى الآن. كيف يمكنني استعادة أموالي وحماية حقوقي؟,"في هذه الحالة، يمكنك رفع دعوى قضائية أمام المحكمة التجارية المختصة للمطالبة بفسخ العقد وإلزام الشركة برد المبلغ المدفوع كاملاً، مع تقديم كافة المستندات التي تثبت الاتفاق والدفع وعدم التسليم.

(المصدر: حكم رقم 4571414135 لعام 1445هـ | نسبة تأكيد الربط: 15.55%)",4571414135,1445,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعة تجارية - إخلال بعقد توريد) وتحديداً في مسائل (الالتزام برد الثمن المدفوع كاملاً في حال إخلال البائع بالتزامه بتسليم المبيع، مما يؤدي إلى فسخ العقد واسترداد ما دفع.). تقدم إجابات دقيقة.,ما هي الإجراءات القضائية المتبعة للمطالبة بفسخ عقد توريد واسترداد الثمن بسبب عدم تسليم المبيع؟,"تتضمن الإجراءات القضائية تقديم لائحة دعوى إلى المحكمة التجارية المختصة، مرفقاً بها العقد المبرم، وإثباتات سداد الثمن، وأي مراسلات أو مستندات تدل على عدم التسليم. بعد قيد الدعوى، تنظر الدائرة القضائية في البينات المقدمة وتصدر حكمها بإلزام المدعى عليه برد الثمن في حال ثبوت الإخلال.

(المصدر: حكم رقم 4571414135 لعام 1445هـ | نسبة تأكيد الربط: 15.55%)",4571414135,1445,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعة تجارية - مطالبة مالية بعقد إيجار وتشغيل معدات) وتحديداً في مسائل (يشترط لإلزام المدعى عليه بالتعويض عن أضرار التقاضي تقديم المدعي بينة تثبت تكبده لهذه الأضرار.). تقدم إجابات دقيقة.,ما هي شروط استحقاق التعويض عن أضرار التقاضي في الدعاوى التجارية؟,"يشترط لاستحقاق التعويض عن أضرار التقاضي أن يقدم المدعي بينة تثبت تكبده لهذه الأضرار، وإلا رُفض طلبه.

(المصدر: حكم رقم 4571421314 لعام 1445هـ | نسبة تأكيد الربط: 18.44%)",4571421314,1445,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعة تجارية - مطالبة مالية بعقد إيجار وتشغيل معدات) وتحديداً في مسائل (يشترط لإلزام المدعى عليه بالتعويض عن أضرار التقاضي تقديم المدعي بينة تثبت تكبده لهذه الأضرار.). تقدم إجابات دقيقة.,لدي شركة قامت بتأجير وتشغيل معدات لشركة أخرى بموجب عقد ومستخلصات وفواتير، ولكن الشركة الأخرى لم تسدد المستحقات. ما هي الخطوات التي يجب أن أتخذها لإلزامها بالدفع؟,"يجب عليك تقديم دعوى قضائية مرفقاً بها العقد المبرم، والمستخلصات، والفواتير الصادرة، وأي مراسلات تثبت تنفيذ الأعمال والمبالغ المستحقة. وفي حال عدم إنكار المدعى عليه لهذه المستندات صراحة، فإنها تعد حجة عليه.

(المصدر: حكم رقم 4571421314 لعام 1445هـ | نسبة تأكيد الربط: 18.44%)",4571421314,1445,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعة تجارية - مطالبة مالية بعقد إيجار وتشغيل معدات) وتحديداً في مسائل (يشترط لإلزام المدعى عليه بالتعويض عن أضرار التقاضي تقديم المدعي بينة تثبت تكبده لهذه الأضرار.). تقدم إجابات دقيقة.,في حال عدم حضور المدعى عليه أو عدم تقديم وكالة صحيحة تمكنه من تمثيل الشركة، كيف تتعامل المحكمة مع الدعوى؟,"إذا لم يحضر المدعى عليه أو من يمثله بوكالة صحيحة بعد إمهاله، فإن المحكمة تمضي في نظر الدعوى حضورياً، وتعتبر المستندات المقدمة من المدعي حجة على المدعى عليه ما لم ينكرها صراحة.

(المصدر: حكم رقم 4571421314 لعام 1445هـ | نسبة تأكيد الربط: 18.44%)",4571421314,1445,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (قضية تجارية) وتحديداً في مسائل (مسؤولية مدير الشركة عن مخالفة أحكام نظام الشركات المتعلقة ببيان صفة الشركة ورأس مالها في التعاملات، وما يترتب عليها من تعويض.). تقدم إجابات دقيقة.,ما هي مسؤولية مدير الشركة في حال عدم التزامه ببيان صفة الشركة ذات المسؤولية المحدودة ورأس مالها في العقود؟,"يتحمل مدير الشركة مسؤولية تضامنية عن الأضرار الناتجة عن عدم التزامه ببيان صفة الشركة ذات المسؤولية المحدودة ومقدار رأس مالها في تعاملاتها وعقودها، وذلك وفقاً لأحكام نظام الشركات.

(المصدر: حكم رقم 4570505048 لعام 1445هـ | نسبة تأكيد الربط: 41.99%)",4570505048,1445,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (قضية تجارية) وتحديداً في مسائل (مسؤولية مدير الشركة عن مخالفة أحكام نظام الشركات المتعلقة ببيان صفة الشركة ورأس مالها في التعاملات، وما يترتب عليها من تعويض.). تقدم إجابات دقيقة.,أنا صاحب شركة صغيرة وتعاقدت مع شركة أخرى، واكتشفت لاحقاً أن مدير الشركة المتعاقد معها لم يوضح في العقد أن شركته ذات مسؤولية محدودة ولم يذكر رأس مالها. هل يمكنني مقاضاة المدير شخصياً للمطالبة بالتعويض عن أي ضرر يلحق بي؟,"نعم، في هذه الحالة، يمكنك المطالبة بإثبات مسؤولية مدير الشركة شخصياً وتضامنياً مع الشركة عن الأضرار التي لحقت بك، وذلك لمخالفته أحكام نظام الشركات التي توجب بيان صفة الشركة ورأس مالها في التعاملات.

(المصدر: حكم رقم 4570505048 لعام 1445هـ | نسبة تأكيد الربط: 41.99%)",4570505048,1445,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (قضية تجارية) وتحديداً في مسائل (مسؤولية مدير الشركة عن مخالفة أحكام نظام الشركات المتعلقة ببيان صفة الشركة ورأس مالها في التعاملات، وما يترتب عليها من تعويض.). تقدم إجابات دقيقة.,ما هي الإجراءات القضائية المتبعة لإثبات مسؤولية مدير شركة عن مخالفة أحكام نظام الشركات والمطالبة بالتعويض؟,"تتضمن الإجراءات القضائية تقديم صحيفة دعوى إلى المحكمة التجارية المختصة، تتضمن تفاصيل المخالفة المرتكبة من قبل المدير (مثل عدم بيان صفة الشركة أو رأس مالها في العقد)، وتقدير مبلغ التعويض المطلوب، وتقديم المستندات الداعمة كالعقود والوثائق التجارية، ثم يتم تبليغ المدعى عليه وحضور الجلسات لتقديم البينات والدفوع قبل إصدار الحكم.

(المصدر: حكم رقم 4570505048 لعام 1445هـ | نسبة تأكيد الربط: 41.99%)",4570505048,1445,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (نزاع تجاري (مطالبة بقيمة بضاعة وأتعاب محاماة)) وتحديداً في مسائل (سلطة المحكمة التقديرية في تقدير التعويض عن مصاريف التقاضي (أتعاب المحاماة) بناءً على معايير محددة، حتى في حال عدم تقديم عقد المحاماة.). تقدم إجابات دقيقة.,ما هي المعايير التي تأخذها المحكمة في الاعتبار عند تقدير التعويض عن مصاريف التقاضي (أتعاب المحاماة)؟,"تستند المحكمة في تقدير التعويض عن مصاريف التقاضي إلى عدة معايير منها: جسامة الضرر، مقدار المبلغ المحكوم به، مماطلة المحكوم عليه، العرف والعادة المستقرة، ورأي الخبير عند الاقتضاء، وذلك وفقاً للمادة (164) من اللائحة التنفيذية لنظام المحاكم التجارية.

(المصدر: حكم رقم ٤٦٧٠٠٩٧١٢٤ لعام ١٤٤٦هـ | نسبة تأكيد الربط: 29.25%)",٤٦٧٠٠٩٧١٢٤,١٤٤٦,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (نزاع تجاري (مطالبة بقيمة بضاعة وأتعاب محاماة)) وتحديداً في مسائل (سلطة المحكمة التقديرية في تقدير التعويض عن مصاريف التقاضي (أتعاب المحاماة) بناءً على معايير محددة، حتى في حال عدم تقديم عقد المحاماة.). تقدم إجابات دقيقة.,أنا صاحب شركة ربحت قضية تجارية ضد عميل مماطل، وتكبدت أتعاب محاماة كبيرة. هل يمكنني المطالبة بتعويض عن هذه الأتعاب، وما الذي يجب علي تقديمه للمحكمة لإثبات حقي؟,"نعم، يمكنك المطالبة بتعويض عن أتعاب المحاماة كجزء من مصاريف التقاضي. يجب عليك تقديم ما يثبت هذه الأتعاب، مثل عقد المحاماة أو فواتير الدفع، وستقوم المحكمة بتقدير التعويض بناءً على عدة معايير منها جسامة الضرر ومقدار المبلغ المحكوم به ومماطلة الطرف الآخر.

(المصدر: حكم رقم ٤٦٧٠٠٩٧١٢٤ لعام ١٤٤٦هـ | نسبة تأكيد الربط: 29.25%)",٤٦٧٠٠٩٧١٢٤,١٤٤٦,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (نزاع تجاري (مطالبة بقيمة بضاعة وأتعاب محاماة)) وتحديداً في مسائل (سلطة المحكمة التقديرية في تقدير التعويض عن مصاريف التقاضي (أتعاب المحاماة) بناءً على معايير محددة، حتى في حال عدم تقديم عقد المحاماة.). تقدم إجابات دقيقة.,في حال عدم تقديم عقد أتعاب المحاماة للمحكمة، كيف يتم تقدير التعويض عن هذه الأتعاب؟,"في حال عدم تقديم عقد أتعاب المحاماة، فإن المحكمة تمارس سلطتها التقديرية في تقدير قيمة أتعاب المحاماة بناءً على الجهد المبذول في الدعوى، مع الأخذ في الاعتبار المعايير المنصوص عليها في المادة (164) من اللائحة التنفيذية لنظام المحاكم التجارية والمادة (26) من نظام المحاماة.

(المصدر: حكم رقم ٤٦٧٠٠٩٧١٢٤ لعام ١٤٤٦هـ | نسبة تأكيد الربط: 29.25%)",٤٦٧٠٠٩٧١٢٤,١٤٤٦,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعات عقود تجارية وشركات) وتحديداً في مسائل (يجوز فسخ الاتفاقية في حال إخلال أحد الأطراف بالتزاماته التعاقدية أو استحالة تنفيذ بنودها، خاصة إذا أدى ذلك إلى زيادة الأعباء المالية أو انقضاء الكيان القانوني محل الاتفاق.). تقدم إجابات دقيقة.,ما هي الأسباب التي تبرر فسخ اتفاقية تجارية؟,"تبرر الأسباب التالية فسخ اتفاقية تجارية: إخلال أحد الأطراف بالتزاماته التعاقدية، استحالة تنفيذ بنود الاتفاقية، أو انقضاء الكيان القانوني محل الاتفاق مما يجعل تنفيذه مستحيلاً، بالإضافة إلى تراكم الأعباء المالية نتيجة عدم الالتزام.

(المصدر: حكم رقم 4570646221 لعام 1445هـ | نسبة تأكيد الربط: 21.6%)",4570646221,1445,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعات عقود تجارية وشركات) وتحديداً في مسائل (يجوز فسخ الاتفاقية في حال إخلال أحد الأطراف بالتزاماته التعاقدية أو استحالة تنفيذ بنودها، خاصة إذا أدى ذلك إلى زيادة الأعباء المالية أو انقضاء الكيان القانوني محل الاتفاق.). تقدم إجابات دقيقة.,أبرمتُ اتفاقية مع شريكي لتصفية حقوقنا في شركة، وتضمن الاتفاق التزامات محددة عليه لم ينفذها، والآن أصبحت الشركة منقضية نظاماً وتتراكم عليها الديون. ما هو الإجراء القانوني الذي يمكنني اتخاذه؟,"يمكنك رفع دعوى قضائية للمطالبة بفسخ الاتفاقية المبرمة بينكما، مستنداً إلى إخلال شريكك بالتزاماته التعاقدية واستحالة تنفيذ بنود الاتفاقية بسبب انقضاء الشركة نظاماً وتراكم الأعباء المالية، مع تقديم كافة المراسلات والمستندات التي تثبت ذلك.

(المصدر: حكم رقم 4570646221 لعام 1445هـ | نسبة تأكيد الربط: 21.6%)",4570646221,1445,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعات عقود تجارية وشركات) وتحديداً في مسائل (يجوز فسخ الاتفاقية في حال إخلال أحد الأطراف بالتزاماته التعاقدية أو استحالة تنفيذ بنودها، خاصة إذا أدى ذلك إلى زيادة الأعباء المالية أو انقضاء الكيان القانوني محل الاتفاق.). تقدم إجابات دقيقة.,في دعوى فسخ اتفاقية، ما هي الإجراءات التي تتخذها المحكمة للفصل في القضية إذا تغيب المدعى عليه عن الجلسات رغم تبلغه؟,"بعد التأكد من صحة تبليغ المدعى عليه إلكترونياً، تمضي الدائرة في نظر الدعوى والحكم فيها حضورياً في مواجهته، وتستند في ذلك إلى الأنظمة والقرارات المنظمة للتبليغات القضائية الإلكترونية التي تعتبر منتجة لآثارها النظامية.

(المصدر: حكم رقم 4570646221 لعام 1445هـ | نسبة تأكيد الربط: 21.6%)",4570646221,1445,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (مطالبة مالية تجارية) وتحديداً في مسائل (اليمين الحاسمة في الدعاوى التجارية). تقدم إجابات دقيقة.,ما هو الأثر القانوني لأداء المدعي اليمين الحاسمة في دعوى مطالبة مالية تجارية؟,"يؤدي أداء المدعي لليمين الحاسمة، بعد طلب المحكمة وتذكيره بعظمها، إلى إثبات صحة دعواه ومطالبته المالية، خاصة في حال غياب المدعى عليه وثبوت تبلغه ونكوله عن الحضور أو تقديم دفاع، مما يمكن المحكمة من إصدار حكم لصالح المدعي بناءً على هذه اليمين والبينات المقدمة.

(المصدر: حكم رقم 4570756958 لعام 1445هـ | نسبة تأكيد الربط: 32.6%)",4570756958,1445,,pending
